,Nom,Poste,Stats,Equipe,Age,Taille (m),Poids (kg),ID_equipes
16,Swan Cormenier,Loosehead Prop,"['Jan 18, 1996', '1.70m', '119kg']",Aviron Bayonnais,29,1.70,119,5
17,Pascal Cotet,Tighthead Prop,"['Oct 12, 1993', '1.84m', '123kg']",Aviron Bayonnais,32,1.84,123,5
18,Jean Baptiste De Clercq,Tighthead Prop,"['Feb 23, 1994', '1.83m', '122kg']",Aviron Bayonnais,31,1.83,122,5
19,Robin Dione,Openside Flanker,"['Jun 25, 2002', '1.80m', '95kg']",Aviron Bayonnais,23,1.80,95,5
20,Arnaud Erbinartegaray,Fullback,"['Sep 16, 2000', '1.85m', '89kg']",Aviron Bayonnais,25,1.85,89,5
21,Gerard Fraser,Scrum Half,"['Nov 5, 1978', '1.80m', '86kg']",Aviron Bayonnais,47,1.80,86,5
22,Gaetan Germain,Fullback,"['Jul 2, 1990', '1.90m', '99kg']",Aviron Bayonnais,35,1.90,99,5
23,Baptiste Germain,Scrum Half,"['Nov 21, 2000', '1.74m', '80kg']",Aviron Bayonnais,25,1.74,80,5
24,Vincent Giudicelli,Hooker,"['Jun 25, 1997', '1.84m', '104kg']",Aviron Bayonnais,28,1.84,104,5
25,Giovanni Habel-Kueffner,Blindside Flanker,"['Jan 9, 1995', '1.96m', '105kg']",Aviron Bayonnais,30,1.96,105,5
26,Victor Hannoun,Left Wing,"['Aug 20, 2003', '1.82m', '77kg']",Aviron Bayonnais,22,1.82,77,5
27,Baptiste Heguy,Openside Flanker,"['May 11, 1998', '1.96m', '104kg']",Aviron Bayonnais,27,1.96,104,5
28,Reece Hodge,Fullback,"['Aug 26, 1994', '1.91m', '94kg']",Aviron Bayonnais,31,1.91,94,5
29,Arthur Iturria,Blindside Flanker,"['May 13, 1994', '1.98m', '112kg']",Aviron Bayonnais,31,1.98,112,5
31,Nika Lomidze,No. 8,"['Jan 22, 2004', '1.90m', '101kg']",Aviron Bayonnais,21,1.90,101,5
32,Camille Lopez,Fly Half,"['Apr 3, 1989', '1.75m', '90kg']",Aviron Bayonnais,36,1.75,90,5
33,Maxime Machenaud,Scrum Half,"['Dec 30, 1988', '1.74m', '87kg']",Aviron Bayonnais,37,1.74,87,5
34,Sireli Maqala,Right Wing,"['Mar 20, 2000', '1.72m', '88kg']",Aviron Bayonnais,25,1.72,88,5
35,Denis Marchois,No 5 Lock,"['Feb 5, 1994', '1.98m', '115kg']",Aviron Bayonnais,31,1.98,115,5
36,Lucas Martin,Hooker,"['Sep 12, 2002', '1.85m', '96kg']",Aviron Bayonnais,23,1.85,96,5
37,Guillaume Martocq,Outside Centre,"['Aug 23, 1999', '1.83m', '96kg']",Aviron Bayonnais,26,1.83,96,5
38,Nadir Megdoud,Left Wing,"['Mar 26, 1997', '1.81m', '93kg']",Aviron Bayonnais,28,1.81,93,5
39,Alex Moon,No 5 Lock,"['Sep 6, 1996', '2.01m', '123kg']",Aviron Bayonnais,29,2.01,123,5
40,Federico Mori,Outside Centre,"['Oct 13, 2000', '1.88m', '108kg']",Aviron Bayonnais,25,1.88,108,5
41,Xan Mousques,Fullback,"['Nov 18, 2005', '1.78m', '77kg']",Aviron Bayonnais,20,1.78,77,5
42,Yohan Orabé,Fullback,"['May 21, 2002', '1.82m', '83kg']",Aviron Bayonnais,23,1.82,83,5
44,Lucas Paulos,No 5 Lock,"['Jan 9, 1998', '1.99m', '123kg']",Aviron Bayonnais,27,1.99,123,5
45,Veikoso James Poloniati,No 4 Lock,"['Aug 27, 1995', '2.03m', '127kg']",Aviron Bayonnais,30,2.03,127,5
47,Guillaume Rouet,Scrum Half,"['Aug 13, 1988', '1.70m', '75kg']",Aviron Bayonnais,37,1.70,75,5
48,Pieter Scholtz,Tighthead Prop,"['Mar 20, 1994', '1.87m', '137kg']",Aviron Bayonnais,31,1.87,137,5
49,Joris Segonds,Fly Half,"['Apr 6, 1997', '1.80m', '91kg']",Aviron Bayonnais,28,1.80,91,5
50,Tom Spring,Fullback,"['Aug 26, 2002', '1.80m', '81kg']",Aviron Bayonnais,23,1.80,81,5
51,Luke Tagi,Tighthead Prop,"['Jun 23, 1997', '1.87m', '130kg']",Aviron Bayonnais,28,1.87,130,5
52,Tevita Tatafu,Tighthead Prop,"['Oct 13, 2002', '1.83m', '133kg']",Aviron Bayonnais,23,1.83,133,5
53,Cheikh Tiberghien,Left Wing,"['Jan 8, 2000', '1.86m', '96kg']",Aviron Bayonnais,25,1.86,96,5
55,Isaia Toeava,Outside Centre,"['Jan 15, 1986', '1.82m', '122kg']",Aviron Bayonnais,39,1.82,122,5
57,Badri Tsikhistavi,Loosehead Prop,"['Jul 24, 2003', '1.88m', '117kg']",Aviron Bayonnais,22,1.88,117,5
58,Lasha Tsikhistavi,No. 8,"['Jul 24, 2003', '1.89m', '102kg']",Aviron Bayonnais,22,1.89,102,5
59,Manu Tuilagi,Outside Centre,"['May 18, 1991', '1.85m', '111kg']",Aviron Bayonnais,34,1.85,111,5
60,Torsten van Jaarsveld,Hooker,"['Jun 30, 1987', '1.75m', '106kg']",Aviron Bayonnais,38,1.75,106,5
0,Nika Abuladze,Loosehead Prop,"['Aug 20, 1995', '1.86m', '122kg']",Montpellier Hérault Rugby,30,1.86,122,8
1,Lyam Akrab,Hooker,"['Sep 6, 2005', '1.78m', '103kg']",Montpellier Hérault Rugby,20,1.78,103,8
3,Aurelien Barreau,Fly Half,"['Mar 7, 2005', '1.72m', '84kg']",Montpellier Hérault Rugby,20,1.72,84,8
4,Alexandre Becognee,No. 8,"['Sep 3, 1996', '1.88m', '105kg']",Montpellier Hérault Rugby,29,1.88,105,8
5,Alexis Bernadet,Scrum Half,"['Jun 2, 2001', '1.77m', '75kg']",Montpellier Hérault Rugby,24,1.77,75,8
6,Jules Bertry,Inside Centre,"['Aug 14, 2000', '1.78m', '84kg']",Montpellier Hérault Rugby,25,1.78,84,8
7,Adam Mountaga Bouare,Scrum Half,"['Oct 18, 2004', '1.78m', '117kg']",Montpellier Hérault Rugby,21,1.78,117,8
8,Anthony Bouthier,Fullback,"['Jun 19, 1992', '1.82m', '86kg']",Montpellier Hérault Rugby,33,1.82,86,8
9,George Bridge,Left Wing,"['Apr 1, 1995', '1.86m', '96kg']",Montpellier Hérault Rugby,30,1.86,96,8
10,Auguste Cadot,Inside Centre,"['Jul 28, 2001', '1.81m', '91kg']",Montpellier Hérault Rugby,24,1.81,91,8
11,Yacouba Camara,Openside Flanker,"['Jun 2, 1994', '1.95m', '110kg']",Montpellier Hérault Rugby,31,1.95,110,8
12,Joan Caudullo,Hooker,"['Jan 5, 1982', '1.76m', '100kg']",Montpellier Hérault Rugby,43,1.76,100,8
13,Bastien Chalureau,No 5 Lock,"['Feb 13, 1992', '2.02m', '118kg']",Montpellier Hérault Rugby,33,2.02,118,8
14,Lucas Chaudanson,Inside Centre,"['Jan 11, 2002', '1.84m', '88kg']",Montpellier Hérault Rugby,23,1.84,88,8
15,Leo Coly,Scrum Half,"['Sep 9, 1999', '1.75m', '79kg']",Montpellier Hérault Rugby,26,1.75,79,8
16,Thomas Darmon,Fly Half,"['May 12, 1998', '1.81m', '88kg']",Montpellier Hérault Rugby,27,1.81,88,8
17,Romain Delemarle,Left Wing,"['Feb 2, 2004', '1.95m', '100kg']",Montpellier Hérault Rugby,21,1.95,100,8
18,Martin Doan,Scrum Half,"['Oct 8, 1998', '1.75m', '77kg']",Montpellier Hérault Rugby,27,1.75,77,8
19,Tyler Duguid,No 4 Lock,"['Oct 17, 2000', '1.97m', '121kg']",Montpellier Hérault Rugby,25,1.97,121,8
20,Baptiste Erdocio,Tighthead Prop,"['Mar 13, 2000', '1.72m', '115kg']",Montpellier Hérault Rugby,25,1.72,115,8
21,Cantin Foguet,Blindside Flanker,"['May 25, 2004', '1.92m', '100kg']",Montpellier Hérault Rugby,21,1.92,100,8
22,Enzo Forletta,Loosehead Prop,"['Jun 15, 1994', '1.75m', '115kg']",Montpellier Hérault Rugby,31,1.75,115,8
24,Hugo Gens,Openside Flanker,"['Mar 11, 2001', '1.92m', '95kg']",Montpellier Hérault Rugby,24,1.92,95,8
25,Mohamed Haouas,Tighthead Prop,"['Jun 9, 1994', '1.85m', '122kg']",Montpellier Hérault Rugby,31,1.85,122,8
26,Stuart Hogg,Fullback,"['Jun 24, 1992', '1.80m', '93kg']",Montpellier Hérault Rugby,33,1.80,93,8
27,Wilfrid Hounkpatin,Tighthead Prop,"['Jul 29, 1991', '1.92m', '130kg']",Montpellier Hérault Rugby,34,1.92,130,8
28,Nicolaas Janse van Rensburg,Blindside Flanker,"['May 6, 1994', '1.99m', '108kg']",Montpellier Hérault Rugby,31,1.99,108,8
29,Luka Japaridze,Tighthead Prop,"['Sep 6, 1998', '1.81m', '125kg']",Montpellier Hérault Rugby,27,1.81,125,8
30,Vano Karkadze,Hooker,"['Jun 25, 2000', '1.78m', '110kg']",Montpellier Hérault Rugby,25,1.78,110,8
31,Gigi Leshkasheli,No. 8,"['Jul 10, 2000', '1.89m', '117kg']",Montpellier Hérault Rugby,25,1.89,117,8
32,Ryan Louwrens,Scrum Half,"['Mar 12, 1991', '1.79m', '93kg']",Montpellier Hérault Rugby,34,1.79,93,8
33,Pierre Lucas,Inside Centre,"['Apr 29, 1997', '1.83m', '86kg']",Montpellier Hérault Rugby,28,1.83,86,8
34,Axel Malaret,Fullback,"['May 15, 2003', '1.87m', '78kg']",Montpellier Hérault Rugby,22,1.87,78,8
35,Nicolas Martins,Blindside Flanker,"['Jan 18, 1999', '1.96m', '100kg']",Montpellier Hérault Rugby,26,1.96,100,8
36,Louis Mauro,Loosehead Prop,"['Apr 22, 2002', '1.82m', '108kg']",Montpellier Hérault Rugby,23,1.82,108,8
37,Domingo Miotti,Fly Half,"['May 22, 1996', '1.88m', '93kg']",Montpellier Hérault Rugby,29,1.88,93,8
38,Josh Moorby,Fullback,"['Jul 11, 1998', '1.88m', '94kg']",Montpellier Hérault Rugby,27,1.88,94,8
39,Loan Moulis,Left Wing,"['Apr 29, 2002', '1.82m', '74kg']",Montpellier Hérault Rugby,23,1.82,74,8
40,Mael Moustin,Left Wing,"['Apr 22, 2003', '1.85m', '90kg']",Montpellier Hérault Rugby,22,1.85,90,8
41,Gabriel Ngandebe,Left Wing,"['Mar 30, 1997', '1.73m', '76kg']",Montpellier Hérault Rugby,28,1.73,76,8
42,Lenni Nouchi,No. 8,"['Nov 24, 2003', '1.92m', '105kg']",Montpellier Hérault Rugby,22,1.92,105,8
43,Mael Perrin,Loosehead Prop,"['Jun 2, 2004', '1.91m', '113kg']",Montpellier Hérault Rugby,21,1.91,113,8
44,Calum Randle,Blindside Flanker,"['Jan 18, 2000', '1.83m', '90kg']",Montpellier Hérault Rugby,25,1.83,90,8
45,Cobus Reinach,Scrum Half,"['Feb 7, 1990', '1.75m', '85kg']",Montpellier Hérault Rugby,35,1.75,85,8
46,Hugo Reus,Fly Half,"['Feb 21, 2004', '1.84m', '84kg']",Montpellier Hérault Rugby,21,1.84,84,8
48,Thibault Salodini,No. 8,"['Nov 6, 2002', '1.90m', '96kg']",Montpellier Hérault Rugby,23,1.90,96,8
49,Jan Serfontein,Inside Centre,"['Apr 15, 1993', '1.87m', '95kg']",Montpellier Hérault Rugby,32,1.87,95,8
50,Sam Simmonds,No. 8,"['Nov 10, 1994', '1.84m', '103kg']",Montpellier Hérault Rugby,31,1.84,103,8
52,Luca Tabarot,Loosehead Prop,"['Dec 24, 2003', '1.87m', '115kg']",Montpellier Hérault Rugby,22,1.87,115,8
53,Madosh Tambwe,Right Wing,"['May 12, 1997', '1.86m', '92kg']",Montpellier Hérault Rugby,28,1.86,92,8
54,Marco Tauleigne,Openside Flanker,"['Aug 30, 1993', '1.91m', '115kg']",Montpellier Hérault Rugby,32,1.91,115,8
55,Julien Tisseron,Fullback,"['Aug 12, 1995', '1.83m', '86kg']",Montpellier Hérault Rugby,30,1.83,86,8
56,Christopher Tolofua,Hooker,"['Dec 31, 1993', '1.82m', '132kg']",Montpellier Hérault Rugby,32,1.82,132,8
57,Jordan Uelese,Hooker,"['Jan 24, 1997', '1.89m', '122kg']",Montpellier Hérault Rugby,28,1.89,122,8
58,Florian Verhaeghe,No 4 Lock,"['Apr 27, 1997', '2.03m', '110kg']",Montpellier Hérault Rugby,28,2.03,110,8
60,Thomas Vincent,Scrum Half,"['Jul 21, 1999', '1.85m', '82kg']",Montpellier Hérault Rugby,26,1.85,82,8
61,Arthur Vincent,Inside Centre,"['Aug 20, 1999', '1.82m', '90kg']",Montpellier Hérault Rugby,26,1.82,90,8
62,Billy Vunipola,No. 8,"['Nov 3, 1992', '1.91m', '128kg']",Montpellier Hérault Rugby,33,1.91,128,8
63,Paul Willemse,No 4 Lock,"['Nov 13, 1992', '2.01m', '127kg']",Montpellier Hérault Rugby,33,2.01,127,8
0,Adrien Amans,No 4 Lock,"['Jan 23, 2000', '1.82m', '78kg']",Castres Olympique,25,1.82,78,7
1,Christian Ambadiang,Left Wing,"['Jan 13, 1999', '1.89m', '107kg']",Castres Olympique,26,1.89,107,7
2,Santiago Arata,Scrum Half,"['Sep 2, 1996', '1.71m', '70kg']",Castres Olympique,29,1.71,70,7
3,Tyler Ardron,No. 8,"['Jun 16, 1991', '1.97m', '108kg']",Castres Olympique,34,1.97,108,7
4,Aurelien Azar,Tighthead Prop,"['Jun 10, 1994', '1.88m', '119kg']",Castres Olympique,31,1.88,119,7
5,Mathieu Babillot,Blindside Flanker,"['Sep 9, 1993', '1.90m', '98kg']",Castres Olympique,32,1.90,98,7
6,Remy Baget,Left Wing,"['Jul 27, 1997', '1.82m', '89kg']",Castres Olympique,28,1.82,89,7
7,Gaetan Barlot,Hooker,"['Apr 13, 1997', '1.84m', '107kg']",Castres Olympique,28,1.84,107,7
8,Ben Botica,Fly Half,"['Oct 7, 1989', '1.78m', '93kg']",Castres Olympique,36,1.78,93,7
9,Vilimoni Botitu,Left Wing,"['Jun 16, 1998', '1.80m', '92kg']",Castres Olympique,27,1.80,92,7
10,Laurent Bouchet,Hooker,"['Aug 23, 1988', '1.82m', '100kg']",Castres Olympique,37,1.82,100,7
11,Bastien Bourgier,Blindside Flanker,"['Feb 5, 1999', '1.70m', '75kg']",Castres Olympique,26,1.70,75,7
13,Yannick Caballero,Openside Flanker,"['Apr 3, 1983', '1.92m', '95kg']",Castres Olympique,42,1.92,95,7
14,Theo Chabouni,Left Wing,"['Dec 22, 2003', '1.82m', '82kg']",Castres Olympique,22,1.82,82,7
15,Levan Chilachava,Tighthead Prop,"['Aug 17, 1991', '1.88m', '128kg']",Castres Olympique,34,1.88,128,7
17,Marc Clerc,Tighthead Prop,"['Jun 9, 1987', '1.81m', '120kg']",Castres Olympique,38,1.81,120,7
18,Adrea Cocagi,Inside Centre,"['Mar 1, 1994', '1.85m', '106kg']",Castres Olympique,31,1.85,106,7
19,Will Collier,Tighthead Prop,"['May 5, 1991', '1.83m', '116kg']",Castres Olympique,34,1.83,116,7
20,Pierre Colonna,Hooker,"['Jun 14, 2001', '1.88m', '113kg']",Castres Olympique,24,1.88,113,7
21,Baptiste Cope,Blindside Flanker,"['Sep 2, 2000', '1.86m', '92kg']",Castres Olympique,25,1.86,92,7
22,Nicolas Corato,Tighthead Prop,"['Oct 7, 1997', '1.84m', '123kg']",Castres Olympique,28,1.84,123,7
23,Andrea Dardenne,Blindside Flanker,"['Jan 1, 2001', '1.89m', '93kg']",Castres Olympique,24,1.89,93,7
24,Alexis Decaux,Loosehead Prop,"['Oct 19, 2000', '1.85m', '110kg']",Castres Olympique,25,1.85,110,7
25,Baptiste Delaporte,Blindside Flanker,"['Mar 27, 1997', '1.90m', '94kg']",Castres Olympique,28,1.90,94,7
26,Gauthier Doubrere,Scrum Half,"['Dec 24, 1995', '1.76m', '76kg']",Castres Olympique,30,1.76,76,7
28,Guillaume Ducat,No 4 Lock,"['May 25, 1996', '2.05m', '115kg']",Castres Olympique,29,2.05,115,7
29,Julien Dumora,Fullback,"['Mar 24, 1988', '1.84m', '86kg']",Castres Olympique,37,1.84,86,7
30,Joris Dupont,Fly Half,"['Feb 8, 2001', '1.80m', '90kg']",Castres Olympique,24,1.80,90,7
31,Jeremy Fernandez,Scrum Half,"['May 15, 1997', '1.76m', '79kg']",Castres Olympique,28,1.76,79,7
32,Jack Goodhue,Outside Centre,"['Jun 13, 1995', '1.87m', '98kg']",Castres Olympique,30,1.87,98,7
34,Hugo Hermet,Scrum Half,"['Aug 2, 2001', '1.90m', '95kg']",Castres Olympique,24,1.90,95,7
35,Nathanael Hulleu,Right Wing,"['May 16, 2000', '1.78m', '85kg']",Castres Olympique,25,1.78,85,7
36,Paul Jedrasiak,No 4 Lock,"['Feb 6, 1993', '2.00m', '121kg']",Castres Olympique,32,2.00,121,7
37,Semi Kunatani,Blindside Flanker,"['Oct 27, 1990', '1.92m', '110kg']",Castres Olympique,35,1.92,110,7
38,Louis Le Brun,Inside Centre,"['Feb 28, 2002', '1.88m', '86kg']",Castres Olympique,23,1.88,86,7
39,Romain Macurdy,Blindside Flanker,"['Sep 21, 2001', '2.01m', '100kg']",Castres Olympique,24,2.01,100,7
40,Gauthier Maravat,No 4 Lock,"['Jun 11, 2000', '1.98m', '106kg']",Castres Olympique,25,1.98,106,7
42,Izaiha Moore-Aiono,Openside Flanker,"['Mar 3, 2000', '1.83m', '99kg']",Castres Olympique,25,1.83,99,7
43,Leone Nakarawa,No 4 Lock,"['Apr 2, 1988', '2.00m', '127kg']",Castres Olympique,37,2.00,127,7
44,Rian Olivier,No 4 Lock,"['Mar 12, 2001', '1.98m', '115kg']",Castres Olympique,24,1.98,115,7
45,Geoffrey Palis,Fullback,"['Jul 8, 1991', '1.88m', '88kg']",Castres Olympique,34,1.88,88,7
46,Abraham Papali’i,Blindside Flanker,"['Jun 20, 1993', '1.94m', '126kg']",Castres Olympique,32,1.94,126,7
47,Yann Peysson,No 4 Lock,"['Jul 6, 2000', '1.92m', '103kg']",Castres Olympique,25,1.92,103,7
48,Pierre Popelin,Fullback,"['Jun 23, 1995', '1.81m', '84kg']",Castres Olympique,30,1.81,84,7
49,Josaia Raisuqe,Right Wing,"['Jul 22, 1994', '1.93m', '113kg']",Castres Olympique,31,1.93,113,7
50,Xavier Sadourny,Head Coach,"['Apr 9, 1977', '1.79m', '88kg']",Castres Olympique,48,1.79,88,7
51,Adrien Seguret,Inside Centre,"['Jul 22, 1998', '1.82m', '95kg']",Castres Olympique,27,1.82,95,7
52,Tom Staniforth,No 5 Lock,"['Aug 13, 1994', '1.98m', '118kg']",Castres Olympique,31,1.98,118,7
54,Antoine Tichit,Loosehead Prop,"['Jun 13, 1989', '1.87m', '115kg']",Castres Olympique,36,1.87,115,7
56,Florent Vanverberghe,No. 8,"['Jul 22, 2000', '1.90m', '115kg']",Castres Olympique,25,1.90,115,7
58,Quentin Walcker,Loosehead Prop,"['Feb 21, 1996', '1.81m', '105kg']",Castres Olympique,29,1.81,105,7
59,Ratu Osea Waqaninavatu,Fullback,"['Apr 22, 2000', '1.73m', '85kg']",Castres Olympique,25,1.73,85,7
60,Joe Worsley,Coach,"['Jun 14, 1977', '1.96m', '110kg']",Castres Olympique,48,1.96,110,7
61,Loris Zarantonello,Hooker,"['Nov 17, 2000', '1.83m', '102kg']",Castres Olympique,25,1.83,102,7
62,Antoine Zeghdar,Outside Centre,"['May 22, 1999', '1.98m', '103kg']",Castres Olympique,26,1.98,103,7
0,Biyi Alo,Tighthead Prop,"['Mar 16, 1994', '1.88m', '140kg']",Racing 92,31,1.88,140,10
1,Henry Arundell,Fullback,"['Nov 8, 2002', '1.83m', '96kg']",Racing 92,23,1.83,96,10
2,Demba Bamba,Tighthead Prop,"['Mar 17, 1998', '1.85m', '119kg']",Racing 92,27,1.85,119,10
3,Maxime Baudonne,Blindside Flanker,"['Jul 12, 2002', '1.88m', '97kg']",Racing 92,23,1.88,97,10
4,Eddy Ben Arous,Loosehead Prop,"['Aug 25, 1990', '1.83m', '110kg']",Racing 92,35,1.83,110,10
5,Henry Chavancy,Outside Centre,"['May 22, 1988', '1.81m', '97kg']",Racing 92,37,1.81,97,10
6,Mahamadou Coulibaly,Openside Flanker,"['Jun 11, 2002', '1.89m', '100kg']",Racing 92,23,1.89,100,10
7,Robin Couly,Hooker,"['Feb 7, 2004', '1.81m', '101kg']",Racing 92,21,1.81,101,10
8,Hacjivah Dayimani,No. 8,"['Sep 23, 1997', '1.90m', '105kg']",Racing 92,28,1.90,105,10
9,Ibrahim Diallo,Blindside Flanker,"['Jan 23, 1998', '1.92m', '108kg']",Racing 92,27,1.92,108,10
10,Diego Escobar,Hooker,"['Apr 17, 2000', '1.76m', '97kg']",Racing 92,25,1.76,97,10
11,Owen Farrell,Fly Half,"['Sep 24, 1991', '1.80m', '94kg']",Racing 92,34,1.80,94,10
12,Gael Fickou,Inside Centre,"['Mar 26, 1994', '1.90m', '99kg']",Racing 92,31,1.90,99,10
13,Antoine Gibert,Fly Half,"['Dec 31, 1997', '1.77m', '76kg']",Racing 92,28,1.77,76,10
14,Guram Gogichashvili,Loosehead Prop,"['Sep 4, 1998', '1.83m', '118kg']",Racing 92,27,1.83,118,10
15,Regan Grace,Scrum Half,"['Dec 12, 1996', '1.78m', '82kg']",Racing 92,29,1.78,82,10
16,Vinaya Habosi,Left Wing,"['Jan 30, 2000', '1.76m', '92kg']",Racing 92,25,1.76,92,10
17,Dylan Idrissi,Inside Centre,"['Feb 15, 2025', '1.88m', '90kg']",Racing 92,0,1.88,90,10
18,Sam James,Inside Centre,"['Jul 3, 1994', '1.95m', '94kg']",Racing 92,31,1.95,94,10
19,Jordan Joseph,No. 8,"['Jul 31, 2000', '1.89m', '115kg']",Racing 92,25,1.89,115,10
20,Lino Julian,Loosehead Prop,"['Jul 27, 2004', '1.86m', '111kg']",Racing 92,21,1.86,111,10
21,Feleti Kaitu'u,Hooker,"['Dec 30, 1994', '1.83m', '110kg']",Racing 92,31,1.83,110,10
22,Gia Kharaishvili,Tighthead Prop,"['Feb 13, 1999', '1.80m', '120kg']",Racing 92,26,1.80,120,10
23,Hassane Kolingar,Loosehead Prop,"['Mar 6, 1998', '1.84m', '115kg']",Racing 92,27,1.84,115,10
24,Siya Kolisi,Openside Flanker,"['Jun 16, 1991', '1.87m', '106kg']",Racing 92,34,1.87,106,10
25,Junior Kpoku,No 5 Lock,"['Sep 10, 2005', '2.04m', '119kg']",Racing 92,20,2.04,119,10
26,Kleo Labarbe,Scrum Half,"['Aug 16, 2004', '1.75m', '65kg']",Racing 92,21,1.75,65,10
27,Thomas Laclayat,Tighthead Prop,"['Oct 2, 1997', '1.76m', '125kg']",Racing 92,28,1.76,125,10
28,Dan Lancaster,Inside Centre,"['May 23, 2001', '1.83m', '91kg']",Racing 92,24,1.83,91,10
29,Nolann Le Garrec,Scrum Half,"['May 14, 2002', '1.75m', '75kg']",Racing 92,23,1.75,75,10
30,Bernard Le Roux,Openside Flanker,"['Jun 4, 1989', '1.96m', '113kg']",Racing 92,36,1.96,113,10
31,Clovis Lebail,Scrum Half,"['Nov 29, 1995', '1.73m', '74kg']",Racing 92,30,1.73,74,10
32,Paul Leraitre,Right Wing,"['Dec 7, 2000', '1.90m', '92kg']",Racing 92,25,1.90,92,10
33,Lee-Marvin Mazibuko,Tighthead Prop,"['Oct 12, 1997', '1.82m', '113kg']",Racing 92,28,1.82,113,10
34,Frederic Michalak,Coach,"['Oct 16, 1982', '1.80m', '80kg']",Racing 92,43,1.80,80,10
35,Wame Naituvi,Right Wing,"['May 18, 1996', '1.79m', '87kg']",Racing 92,29,1.79,87,10
36,Boris Palu,No 4 Lock,"['Feb 4, 1996', '1.94m', '113kg']",Racing 92,29,1.94,113,10
37,Arthur Roche,Inside Centre,"['May 5, 2005', '1.85m', '85kg']",Racing 92,20,1.85,85,10
38,Joe Rokocoko,Left Wing,"['Jun 6, 1983', '1.89m', '104kg']",Racing 92,42,1.89,104,10
39,Will Rowlands,No 5 Lock,"['Sep 19, 1991', '2.03m', '123kg']",Racing 92,34,2.03,123,10
40,Fabien Sanconnie,No. 8,"['Feb 21, 1995', '1.95m', '114kg']",Racing 92,30,1.95,114,10
41,Lucio Sordoni,Tighthead Prop,"['Jul 23, 1998', '1.90m', '123kg']",Racing 92,27,1.90,123,10
42,Max Spring,Fullback,"['Mar 15, 2001', '1.73m', '75kg']",Racing 92,24,1.73,75,10
43,Dimitri Szarzewski,Hooker,"['Jan 26, 1983', '1.80m', '102kg']",Racing 92,42,1.80,102,10
44,Donovan Taofifenua,Left Wing,"['Mar 30, 1999', '1.79m', '84kg']",Racing 92,26,1.79,84,10
45,Romain Taofifenua,No 4 Lock,"['Sep 14, 1990', '2.03m', '135kg']",Racing 92,35,2.03,135,10
46,Janick Tarrit,Hooker,"['Oct 29, 1998', '1.83m', '100kg']",Racing 92,27,1.83,100,10
47,Tristan Tedder,Fly Half,"['Apr 17, 1996', '1.80m', '80kg']",Racing 92,29,1.80,80,10
48,Josua Tuisova,Right Wing,"['Feb 4, 1994', '1.81m', '112kg']",Racing 92,31,1.81,112,10
49,Asaeli Tuivuaka,Left Wing,"['Dec 22, 1995', '1.75m', '103kg']",Racing 92,30,1.75,103,10
50,Aston Vaiotu,No 4 Lock,"['Jun 4, 2002', '2.02m', '125kg']",Racing 92,23,2.02,125,10
51,Cameron Woki,Openside Flanker,"['Nov 7, 1998', '1.96m', '109kg']",Racing 92,27,1.96,109,10
52,Noa Zinzen,Openside Flanker,"['Feb 24, 2004', '1.92m', '103kg']",Racing 92,21,1.92,103,10
0,Jermaine Ainsley,Tighthead Prop,"['Feb 8, 1995', '1.81m', '122kg']",LOU Rugby,30,1.81,122,1
1,Liam Allen,No 4 Lock,"['Mar 17, 2000', '1.91m', '105kg']",LOU Rugby,25,1.91,105,1
2,Irakli Aptsiauri,Tighthead Prop,"['Feb 23, 2003', '1.85m', '126kg']",LOU Rugby,22,1.85,126,1
3,Coenraad Basson,No 4 Lock,"['Sep 25, 1981', '1.94m', '118kg']",LOU Rugby,44,1.94,118,1
4,Leo Berdeu,Fly Half,"['Jun 13, 1998', '1.95m', '97kg']",LOU Rugby,27,1.95,97,1
5,Steeve Blanc-Mappaz,Blindside Flanker,"['Jul 12, 1990', '1.90m', '102kg']",LOU Rugby,35,1.90,102,1
6,Arno Botha,No. 8,"['Oct 26, 1991', '1.90m', '108kg']",LOU Rugby,34,1.90,108,1
7,Charlie Cassang,Scrum Half,"['Feb 8, 1995', '1.73m', '80kg']",LOU Rugby,30,1.73,80,1
8,Yanis Charcosset,No 4 Lock,"['Aug 28, 2001', '1.84m', '104kg']",LOU Rugby,24,1.84,104,1
9,Camille Chat,Hooker,"['Dec 18, 1995', '1.78m', '101kg']",LOU Rugby,30,1.78,101,1
10,Baptiste Couilloud,Scrum Half,"['Jul 22, 1997', '1.76m', '83kg']",LOU Rugby,28,1.76,83,1
11,Dylan Cretin,Blindside Flanker,"['May 4, 1997', '1.95m', '101kg']",LOU Rugby,28,1.95,101,1
12,Wayan de Benedettis,Tighthead Prop,"['Mar 10, 1999', '1.85m', '107kg']",LOU Rugby,26,1.85,107,1
13,Ethan Dumortier,Left Wing,"['Dec 29, 2000', '1.91m', '93kg']",LOU Rugby,25,1.91,93,1
14,Feao Fotuaika,Tighthead Prop,"['Apr 23, 1993', '1.86m', '135kg']",LOU Rugby,32,1.86,135,1
15,Fabien Gengenbacher,Fly Half,"['Jan 13, 1984', '1.83m', '86kg']",LOU Rugby,41,1.83,86,1
16,Killian Geraci,No 5 Lock,"['Mar 25, 1999', '2.00m', '118kg']",LOU Rugby,26,2.00,118,1
17,Cedate Gomes Sa,Loosehead Prop,"['Mar 7, 1993', '1.85m', '113kg']",LOU Rugby,32,1.85,113,1
